#{"t_start": 1734419833.1969223, "env_id": "CustomLunarLander-v3"}
r,l,t
-151.456011,216,6333.057523
-43.605801,261,6335.363355
223.2633,362,6338.622771
-14.874311,332,6341.623354
-8.109129,1000,6350.667838
225.178394,609,6356.083298
248.603348,338,6359.110612
239.142573,341,6362.18108
286.352448,288,6364.741979
-101.80793,155,6366.110354
7.463208,187,6367.763097
241.76126,276,6370.249561
289.829057,221,6372.254846
256.771078,384,6375.693353
-17.911982,332,6378.672792
219.638763,435,6382.601345
209.786517,455,6386.694432
240.454101,309,6389.463842
-125.308935,581,6394.656627
259.500222,302,6397.363483
238.489865,397,6400.867157
-214.756385,252,6403.121675
-33.772086,287,6405.65457
-71.632051,408,6409.361772
-188.856909,179,6410.963166
-18.379694,280,6413.458955
-8.598068,356,6416.590882
22.953895,261,6418.912342
-175.922753,118,6419.970484
111.305749,1000,6428.875432
-250.031435,390,6432.326526
107.507704,1000,6441.24314
313.450247,232,6443.316458
-43.332236,209,6445.183739
204.784119,505,6449.677869
195.087179,615,6455.130224
263.652108,390,6458.581411
-87.257324,194,6460.319302
188.968516,299,6462.956663
27.896658,259,6465.249464
-38.727186,254,6467.498778
259.267684,396,6471.038759
236.84145,509,6475.599287
299.471526,386,6479.021263
182.347031,814,6486.211274
-168.841366,139,6487.449452
151.886011,401,6491.051483
-277.879516,311,6493.840358
-38.772624,357,6497.019961
-257.931594,240,6499.157944
-248.279376,273,6501.598634
199.667152,438,6505.481401
3.203611,172,6507.014251
23.941737,192,6508.747539
21.437077,226,6510.780855
128.879271,518,6515.393775
256.74712,334,6518.358193
-64.713952,212,6520.269181
281.896399,234,6522.346503
255.087238,286,6524.892778
-205.135842,358,6528.130149
-102.693415,147,6529.444323
-185.759456,184,6531.070079
-164.536774,145,6532.361701
252.608752,389,6535.822667
197.585502,757,6542.567148
-72.544519,243,6544.735446
254.768178,215,6546.633923
222.931426,327,6549.550825
261.23587,284,6552.072223
-40.770174,529,6556.781179
213.71808,427,6560.605456
-183.887206,380,6564.012508
205.721043,419,6567.763071
224.938071,438,6571.681453
214.586295,422,6575.45098
132.260483,321,6578.312344
290.973989,236,6580.444093
226.621662,335,6583.401529
-235.986496,267,6585.797371
-23.645426,358,6588.963455
240.167431,323,6591.861959
-178.200855,178,6593.408202
166.841703,636,6599.08152
-238.320876,138,6600.305753
-204.251874,180,6601.908435
-40.951484,180,6603.49573
202.568527,319,6606.339612
-67.76982,333,6609.276714
173.251813,1000,6618.229879
255.93634,195,6619.962605
-104.98142,104,6620.892747
-58.883483,107,6621.838878
270.973882,225,6623.853699
-47.679961,1000,6632.754311
-44.91532,244,6634.933105
-52.719531,1000,6643.859686
217.711702,380,6647.259058
113.82995,1000,6656.143779
97.293658,1000,6665.042895
249.068582,274,6667.525395
213.368807,237,6669.685535
147.779205,1000,6678.584939
-16.248278,168,6680.054826
-44.977287,286,6682.626266
236.923292,344,6685.694223
-198.143888,160,6687.116921
290.190834,259,6689.421763
257.444037,397,6692.979281
144.33824,753,6699.684261
244.209583,405,6703.236924
-69.421997,200,6705.00687
17.905782,129,6706.186049
-151.487674,224,6708.218337
-153.411836,113,6709.225485
53.814279,1000,6718.156196
-60.170175,325,6721.097585
240.192677,281,6723.609939
-224.280132,173,6725.120667
-120.715749,238,6727.231481
-143.511549,134,6728.413639
260.416474,647,6734.206971
186.640661,439,6738.163733
-94.82478,705,6744.498521
33.008585,1000,6753.405194
-196.955227,176,6754.982933
201.949321,651,6760.827417
209.907054,307,6763.528327
284.518538,298,6766.157386
-20.604122,325,6769.056834
-93.7676,182,6770.666062
174.503888,1000,6779.516609
232.498154,293,6782.148123
-32.879108,214,6784.080413
204.033326,628,6789.644808
17.428966,234,6791.712785
-29.813737,130,6792.869448
225.808451,421,6796.595525
-126.84696,488,6800.958651
-68.10891,185,6802.592029
262.29028,414,6806.279081
253.883063,375,6809.626721
-337.011481,549,6814.445819
216.523768,377,6817.803471
25.580972,117,6818.859127
-199.167599,196,6820.627354
159.688957,667,6826.510508
218.090526,583,6831.694047
-177.562961,140,6832.922233
236.82063,290,6835.546616
-37.971802,281,6838.031481
-265.759261,190,6839.727401
280.995893,367,6842.958189
-84.067469,378,6846.334133
265.991048,279,6848.833019
-16.010238,202,6850.631946
288.541307,192,6852.33603
223.804181,456,6856.367085
-221.798927,243,6858.5309
68.803367,128,6859.653697
-197.583065,254,6861.893183
-22.114311,203,6863.716453
240.097317,328,6866.616052
218.387698,364,6869.884062
9.460959,178,6871.449769
242.737413,323,6874.356736
-166.775844,119,6875.432876
-196.216382,213,6877.348162
239.929534,716,6883.697064
251.154511,278,6886.186135
255.188095,245,6888.422035
-90.793718,172,6889.980258
138.942591,1000,6898.870897
12.866871,174,6900.443769
-185.336572,210,6902.312553
192.561572,430,6906.192442
-43.67029,167,6907.665312
55.810745,127,6908.800972
-166.336163,211,6910.678247
283.584554,303,6913.3561
253.376369,357,6916.541085
246.208962,377,6919.896261
-11.332837,231,6921.97441
271.032977,373,6925.303159
228.648325,328,6928.193727
22.001106,243,6930.410547
-220.949214,331,6933.334976
124.617323,1000,6942.269029
10.225623,164,6943.711723
31.58271,214,6945.624013
249.045562,227,6947.647837
228.213379,374,6951.0098
255.573889,270,6953.40014
267.870587,358,6956.60657
237.149042,579,6961.747553
202.175687,207,6963.565778
222.541039,365,6966.827961
122.204685,1000,6975.770319
285.806029,274,6978.245863
173.27407,413,6981.967765
215.350298,395,6985.479289
177.623719,415,6989.192993
216.944715,331,6992.123919
227.712833,543,6996.948606
272.613986,243,6999.137612
-8.398841,291,7001.786711
243.04441,508,7006.294295
-35.259314,144,7007.588993
254.252211,242,7009.73753
240.716398,437,7013.59956
244.64429,209,7015.496497
234.857408,308,7018.269032
238.379744,300,7020.934465
-224.480617,201,7022.737731
267.117369,378,7026.106679
240.013964,292,7028.68118
61.698666,1000,7037.574048
-222.851016,221,7039.531842
199.971494,349,7042.65518
225.99778,384,7046.085266
108.20068,689,7052.285075
3.536305,306,7055.009949
224.49192,501,7059.453271
257.007727,279,7061.93328
241.380333,206,7063.765509
216.069453,445,7067.726277
227.716806,244,7069.944561
248.195364,265,7072.285589
176.987136,393,7075.781074
-244.640533,263,7078.158381
-453.632778,932,7086.436017
223.441312,317,7089.259514
-146.724428,183,7090.874762
204.554928,357,7094.034238
-169.191138,93,7094.874357
-185.87026,195,7096.625618
15.976978,208,7098.492408
196.225769,227,7100.514714
-199.384923,269,7102.946174
214.678008,329,7105.879133
-316.647846,188,7107.529076
-222.892747,269,7109.935948
-92.73943,124,7111.080097
267.343457,324,7113.998525
-156.649075,174,7115.537761
-27.235512,344,7120.66295
-78.526987,364,7123.93641
87.661979,1000,7132.815873
145.148801,995,7141.744597
268.020668,228,7143.752875
-147.542578,149,7145.079061
-57.728632,562,7150.136384
246.040874,261,7152.475397
253.730873,340,7155.530464
139.617699,807,7162.711178
188.207446,663,7168.614626
-43.631824,303,7171.311455
-246.84042,420,7175.091328
-148.298088,903,7183.109422
158.007557,434,7187.011289
22.139503,1000,7195.929284
-168.26972,137,7197.183512
85.841165,711,7203.549922
-193.107066,171,7205.089821
201.455457,483,7209.397527
138.262418,619,7214.959095
301.342035,237,7217.050934
-217.106364,359,7220.28982
258.931616,232,7222.32111
149.384336,631,7227.970911
178.420172,660,7233.828846
-103.403298,321,7236.706248
188.616535,478,7240.917997
245.209606,385,7244.367544
224.213035,422,7248.131586
255.789317,652,7253.953326
35.8654,161,7255.402187
121.570656,1000,7264.394273
-197.470965,316,7267.203661
236.03839,270,7269.594146
145.616953,1000,7278.435477
182.026812,428,7282.249209
-206.479307,221,7284.218964
-110.953958,109,7285.183102
248.469677,181,7286.813842
152.105126,924,7295.044144
137.964812,736,7301.626629
200.750827,878,7309.506293
219.865481,403,7313.140191
-371.299697,189,7314.831641
-181.85434,229,7316.862879
226.426919,318,7319.705299
38.550867,211,7321.604595
-33.860308,218,7323.558534
10.676514,201,7325.37481
-262.723803,169,7326.927549
-177.649025,119,7328.0013
274.780155,384,7331.427304
17.485601,155,7332.812851
272.573451,276,7335.276323
260.745857,237,7337.390092
237.077613,372,7340.720256
-39.341022,188,7342.414002
-37.584672,182,7344.050234
145.30563,1000,7352.975021
291.282312,371,7356.328183
-134.950913,1000,7365.157253
218.017315,441,7369.112268
103.053055,794,7376.251248
234.026288,704,7382.580352
253.117011,278,7385.050394
278.911672,222,7386.983167
237.253493,248,7389.196667
-66.949518,180,7390.81492
-68.161283,343,7393.863815
234.838646,316,7396.68923
-161.47745,126,7397.79454
268.453215,221,7399.796813
130.569121,913,7407.921684
4.402372,262,7410.275674
-21.873421,211,7412.163455
263.99938,306,7414.920886
186.547864,599,7420.241823
210.975832,376,7423.596808
250.799286,311,7426.372397
-4.860564,128,7427.510555
256.980435,305,7430.213462
147.116978,937,7438.586604
231.624181,241,7440.768227
195.755784,1000,7449.65779
243.308358,426,7453.440361
221.123717,267,7455.849433
-274.209471,458,7459.939528
132.567584,683,7465.99614
247.777739,370,7469.333095
-236.859897,428,7473.159945
209.909369,415,7476.837138
-313.163085,366,7480.10159
239.026439,239,7482.244414
250.477295,259,7484.560736
-198.881681,273,7487.026992
-4.764486,167,7488.525698
86.785013,1000,7497.345764
212.754713,226,7499.335034
237.264656,619,7504.842075
167.968751,598,7510.185332
227.858747,452,7514.214035
238.508117,327,7517.169151
137.233828,577,7522.285802
-232.952487,351,7525.454394
228.965155,325,7528.328806
267.448068,436,7532.205474
130.155714,1000,7541.06482
269.082671,243,7543.23615
220.811894,408,7546.888225
-204.528833,121,7547.961401
172.172111,436,7551.837768
-40.978269,141,7553.099964
208.236065,541,7557.918577
258.737908,256,7560.195528
236.946575,264,7562.552369
-234.02309,169,7564.081102
181.164269,463,7568.185146
245.913881,335,7571.206578
243.926782,605,7576.549808
-79.126503,573,7581.644642
-223.678498,291,7584.237595
37.661213,178,7585.849024
169.795316,642,7591.714556
258.453901,304,7594.45277
224.630396,365,7597.67319
-161.193426,224,7599.66443
18.963342,276,7602.135473
-285.000111,225,7604.134748
203.303436,481,7608.420233
226.49048,356,7611.565942
282.89262,478,7615.823544
-93.364432,224,7617.819985
-222.741661,492,7622.160525
28.128086,164,7623.660395
-207.518122,266,7626.035949
0.675473,175,7627.615521
141.625571,919,7635.821198
-179.504871,260,7638.145011
-181.464264,213,7639.986797
219.16673,365,7643.260564
260.305102,535,7648.070926
290.086921,291,7650.693776
-115.095532,987,7659.497514
246.104691,231,7661.579533
210.749666,361,7664.81503
-52.231907,146,7666.114392
240.50689,246,7668.332707
0.299274,208,7670.200493
-136.834726,329,7673.14245
227.611179,356,7676.270946
-78.478656,127,7677.42613
214.77243,441,7681.327724
245.108785,268,7683.714562
-3.84424,1000,7692.528604
6.148736,134,7693.736771
70.17208,1000,7702.609135
-184.891443,962,7711.191447
240.071506,393,7714.695944
-190.249203,208,7716.544218
-71.714826,600,7721.981816
112.87838,1000,7730.948189
-124.423243,114,7731.969362
274.191864,343,7735.029333
-103.080403,231,7737.100425
-230.318243,290,7739.648799
179.847426,574,7744.72754
-248.640355,467,7748.907857
-64.126312,185,7750.545614
-28.171562,183,7752.202859
-43.581969,216,7754.140622
197.256333,469,7758.3184
273.138118,334,7761.279964
-90.267195,235,7763.387253
-46.492215,285,7765.933136
206.634322,369,7769.225111
-1.131289,117,7770.298779
231.252111,546,7775.147736
-43.529144,187,7776.824618
257.213593,264,7779.172996
-128.168864,146,7780.484701
-248.308705,107,7781.42482
234.851696,581,7786.625287
-171.858619,749,7793.208805
-71.699279,148,7794.505509
-48.200032,326,7797.439388
-22.735689,284,7799.988241
-247.647812,247,7802.192676
-3.477456,122,7803.284333
217.06884,317,7806.118247
225.123938,327,7809.034155
13.778215,249,7811.290976
-41.962493,277,7813.775336
236.932543,255,7816.048658
209.352348,257,7818.36197
256.078693,249,7820.588822
272.029659,214,7822.53111
197.633267,515,7827.129829
175.88713,777,7833.984696
179.911111,520,7838.624893
-259.146622,205,7840.459261
243.111772,320,7843.269145
284.376029,283,7845.784153
-36.557187,150,7847.139344
-142.399749,117,7848.204987
183.696624,815,7855.455744
-5.468513,225,7857.452245
269.756448,298,7860.131158
-260.622326,252,7862.38199
214.01771,481,7866.68677
249.976469,291,7869.284626
213.67454,299,7871.946206
-173.964021,149,7873.276399
34.896877,176,7874.835143
72.743123,145,7876.116823
217.94716,463,7880.215417
-136.537309,220,7882.157042
19.703782,220,7884.134322
248.838167,249,7886.34743
316.342434,204,7888.173693
211.294317,378,7891.540866
155.34612,734,7898.14553
-153.153507,111,7899.129822
218.288714,266,7901.485192
42.661084,1000,7910.460041
185.350924,504,7914.907531
-73.990665,368,7918.211112
-170.98468,166,7919.712425
247.91676,282,7922.20882
-165.554034,296,7924.851683
118.912634,523,7929.516802
-33.008396,221,7931.51934
25.844267,166,7933.011045
-50.815716,260,7935.345875
-25.419187,134,7936.543063
-88.559084,392,7940.03122
-177.153289,126,7941.141385
261.655659,257,7943.432223
-22.033007,1000,7952.370311
199.058274,548,7957.220302
277.817044,300,7959.868664
-211.503464,165,7961.348366
-206.68049,164,7962.82358
273.627276,260,7965.147398
-78.591706,124,7966.24372
247.682664,483,7970.549866
-244.756856,624,7976.116825
-33.712083,255,7978.399625
-85.586681,530,7983.155987
-69.022735,172,7984.699719
240.413365,349,7987.766348
13.966789,190,7989.450072
199.244521,273,7991.911049
5.957106,170,7993.423314
130.881442,1000,8002.371739
-19.429429,256,8004.672546
232.390601,437,8008.620292
-21.650993,1000,8017.427616
-236.244048,351,8020.586034
230.38224,437,8024.500244
-102.387786,217,8026.41818
222.937042,426,8030.211248
213.737589,363,8033.450394
-8.407793,123,8034.555048
253.707959,268,8036.92539
83.476158,1000,8045.841302
264.30827,258,8048.156294
-13.3081,1000,8057.050711
235.990779,384,8060.493872
-162.357877,240,8062.630686
-202.516095,177,8064.206917
221.926947,289,8066.771299
250.174361,254,8069.002635
172.985922,848,8076.570076
-22.048403,279,8079.066598
276.200052,366,8082.332548
265.878412,304,8085.068423
-183.934317,292,8087.676287
-168.282922,161,8089.112
101.325657,1000,8098.047158
-41.898731,158,8099.479076
188.011273,426,8103.294616
170.940434,545,8108.174493
185.870089,496,8112.606923
-210.802367,228,8114.629255
301.909344,230,8116.654208
-255.646195,380,8120.007206
248.080618,313,8122.80708
238.51306,291,8125.431116
11.829173,210,8127.323876
243.773594,209,8129.19315
106.470077,1000,8138.147664
-0.925765,241,8140.291172
57.846958,190,8141.981403
-188.010618,322,8144.825864
224.008794,315,8147.612269
-35.1664,172,8149.117198
243.833742,298,8151.760095
-148.501875,219,8153.696454
20.329961,165,8155.17471
254.970767,263,8157.517571
247.184666,265,8159.872942
-177.812866,202,8161.682226
208.904859,278,8164.168797
265.437797,357,8167.352257
245.138195,325,8170.250173
-198.6078,106,8171.218827
-44.643217,187,8172.92655
132.404365,683,8178.990413
281.771984,293,8181.599611
-222.889623,159,8183.015804
-22.679998,204,8184.838057
165.39541,543,8189.72732
230.339193,387,8193.17059
-188.888258,458,8197.329845
250.224881,262,8199.714698
6.564844,208,8201.610494
166.784587,535,8206.487067
173.721083,812,8213.810642
214.855253,305,8216.534533
248.124957,240,8218.693853
252.06482,203,8220.527104
-72.195456,125,8221.642275
267.462051,342,8224.696219
-82.714633,414,8228.439315
-120.541362,840,8236.001086
195.850501,429,8239.846653
170.12873,695,8246.089944
50.344155,1000,8255.027136
-66.707978,177,8256.624371
-199.065271,208,8258.481185
156.983713,828,8265.865366
-50.650516,295,8268.486241
210.482552,647,8274.35458
221.116714,303,8277.105482
-55.892183,171,8278.622342
176.391261,740,8285.297792
167.298063,616,8291.096363
267.080599,266,8293.612229
-65.196977,188,8295.359157
16.582016,155,8296.757389
224.434551,350,8299.868345
256.105001,266,8302.243695
208.988774,362,8305.483193
279.222309,217,8307.444334
270.555577,315,8310.231223
237.252705,240,8312.347188
-6.611432,192,8314.064425
-61.205377,143,8315.317635
-181.100402,186,8316.97437
-52.217234,220,8318.938166
89.483884,1000,8327.843187
154.451858,1000,8336.772237
188.747003,368,8340.1113
238.282557,411,8343.748572
-213.515309,197,8345.521861
299.092619,248,8347.746217
231.693996,245,8349.929517
-64.250992,378,8353.303264
-20.275388,211,8355.181716
-94.400683,491,8359.567382
-180.082734,195,8361.300858
217.846689,302,8364.000211
-194.252924,148,8365.318046
154.103875,1000,8374.274862
262.402057,270,8376.658275
-183.760906,169,8378.156972
-188.812294,214,8380.07224
149.427544,721,8386.482655
-135.281504,339,8389.517331
-90.44441,272,8391.918165
-220.830194,221,8393.885468
211.75254,341,8396.928834
218.672309,384,8400.348316
-61.402482,161,8401.790051
-270.43065,484,8406.121995
225.837214,205,8407.950437
260.348178,263,8410.290758
-82.145923,212,8412.195741
283.655993,284,8414.737577
-12.018169,115,8415.762264
275.32966,367,8419.059768
274.509993,240,8421.189578
-64.727037,116,8422.23473
52.773694,1000,8431.141108
-177.935164,215,8433.075903
-55.528469,197,8434.841164
266.001553,307,8437.56171
-214.413522,205,8439.421486
-198.51126,210,8441.310246
162.166147,795,8448.339933
-33.907486,120,8449.415599
-109.996296,239,8451.551405
-42.815682,185,8453.210141
254.649549,408,8456.852131
250.470204,313,8459.645288
-65.839932,203,8461.471222
-308.458689,268,8463.886091
131.500889,649,8469.649762
158.791009,599,8475.007651
-8.391966,1000,8483.96346
219.682494,516,8488.581578
-175.653287,208,8490.447341
-49.644617,177,8492.021091
-19.379248,213,8493.925405
-164.393028,197,8495.648158
160.598691,596,8500.977027
32.52213,171,8502.485745
276.031674,334,8505.502673
210.199985,285,8508.023176
-168.93243,189,8509.717144
-19.251434,178,8511.35853
248.830114,350,8514.508123
107.129143,1000,8523.38374
138.039079,572,8528.46124
281.329802,298,8531.13261
-64.693942,164,8532.611477
-106.690281,250,8534.817797
-250.847255,175,8536.400199
235.619737,316,8539.32457
-184.889814,278,8541.854943
-69.095017,443,8545.810386
5.337733,140,8547.06655
-110.123348,182,8548.647811
232.593296,337,8551.637445
147.588254,1000,8560.514871
-273.993248,264,8562.904403
-195.720929,178,8564.456802
-189.364074,321,8567.316876
197.573899,528,8572.05726
290.904748,243,8574.241625
158.601355,655,8580.121969
-44.616994,118,8581.185272
-158.064006,164,8582.652975
209.266255,386,8586.165479
-5.477908,328,8589.078546
-233.108264,259,8591.389395
151.120512,535,8596.13161
263.018094,218,8598.047037
-190.389918,220,8600.028844
-9.17949,382,8603.488487
-254.9225,301,8606.188889
-211.817458,160,8607.594238
-219.652162,213,8609.480002
164.862257,666,8615.447581
-172.015526,143,8616.704269
265.691424,359,8619.94449
253.463893,525,8624.616674
283.420346,244,8626.796477
146.448912,614,8632.288032
249.962184,298,8634.982909
249.455448,326,8637.915822
226.156808,415,8641.605079
9.665917,241,8643.761906
-71.361299,134,8644.936062
269.593115,275,8647.392882
245.374186,266,8649.768294
-252.889318,638,8655.439608
-216.845169,214,8657.339915
251.412708,288,8659.947791
198.96243,523,8664.645443
-163.705499,143,8665.95213
216.564258,222,8667.93138
26.271365,146,8669.213059
182.535644,713,8675.575963
255.861405,230,8677.6159
-2.128069,184,8679.247626
225.961497,290,8681.858976
142.106969,1000,8690.76047
199.493765,436,8694.648471
-212.557893,262,8697.006298
280.899074,284,8699.525686
-12.779866,157,8700.924398
250.809466,225,8702.914675
112.933644,1000,8711.780954
-119.386845,279,8714.281488
148.690246,635,8719.999877
-1.886532,481,8724.277687
188.054156,433,8728.154253
-14.037488,181,8729.788723
270.393552,442,8733.776601
186.614315,530,8738.460758
245.239522,252,8740.710381
-4.061136,175,8742.265374
-247.754724,153,8743.625072
228.535804,328,8746.589503
96.836165,1000,8755.485492
238.527798,381,8758.86546
-127.424369,177,8760.430667
-28.729825,220,8762.369985
253.177913,342,8765.404656
-86.44907,221,8767.350938
-271.224017,262,8769.679988
-195.000471,113,8770.712304
187.52974,780,8777.662274
140.296516,1000,8786.583341
-176.397626,202,8788.366837
-281.724298,383,8791.807809
-37.375034,172,8793.331187
-4.604245,205,8795.135648
-121.914878,358,8798.311105
195.563034,470,8802.48992
241.186774,403,8806.065513
176.712842,1000,8814.990366
228.466366,289,8817.617754
256.843076,280,8820.105659
20.262797,177,8821.685971
267.671426,700,8827.922716
129.123635,1000,8836.919158
244.198596,453,8840.919765
-176.916985,168,8842.421154
-162.504167,212,8844.279937
277.788797,289,8846.845797
271.566854,265,8849.237115
194.013166,525,8853.913308
-243.54025,362,8857.09724
-40.76994,186,8858.756145
149.563022,856,8866.461945
245.094053,294,8869.086887
-3.484949,303,8871.756015
-60.961916,359,8874.995876
-82.739251,361,8878.195307
220.541047,405,8881.832361
-108.496528,137,8883.067543
17.539524,205,8884.908952
208.027015,598,8890.22244
-15.157162,160,8891.633167
116.113167,1000,8900.571911
22.525734,133,8901.76107
